YSymbol	isin	name	qscore	qscorePerf	REVPS5YGR	MARGIN5YR	PER	Rendement	L%H	ChPctPrice5Y	YLD+PRY
4028.T	JP3136800004	ISHIHARA SANGYO KAISHA LTD	97	0	8,471	6,133	8,354	3,771	0,749	27,260	31,031
7202.T	JP3137200006	ISUZU MOTORS LTD	67	0	9,337	5,624	10,181	4,260	0,490	17,102	21,362
8273.T	JP3138400001	IZUMI CO LTD	64	0	-6,745	3,730	18,407	2,611	0,252	-2,440	0,171
1847.T	JP3141400006	ICHIKEN CO LTD	97	0	2,740	3,399	5,790	4,834	0,916	17,192	22,026
8088.T	JP3151600008	IWATANI CORP	76	0	5,101	4,579	10,921	1,773	0,459	6,611	8,385
2593.T	JP3143000002	ITO EN LTD	37	0	0,225	2,893	26,404	0,902	0,437	-12,898	-11,996
8001.T	JP3143600009	ITOCHU CORP	28	0	6,972	6,043	12,697	2,748	0,893	27,208	29,956
8133.T	JP3144000001	ITOCHU ENEX CO LTD	98	0	0,612	1,818	12,507	4,018	0,727	14,999	19,017
2296.T	JP3144500000	ITOHAM YONEKYU HOLDINGS INC	76	0	3,860	1,868	19,138	3,282	0,859	9,707	12,989
6049.T	JP3144600008	ITOKURO INC	32	0	-1,462	5,653	17,494	0,000	0,667	-28,090	-28,090
8098.T	JP3146000009	INABATA & CO LTD	100	0	9,133	2,720	9,464	4,179	0,769	23,113	27,292
6246.T	JP3147200004	TECHNO SMART CORP	83	0	6,406	8,824	7,526	2,837	0,852	17,802	20,639
4062.T	JP3148800000	IBIDEN CO LTD	4	0	3,198	9,867	39,311	0,721	0,938	17,277	17,998
4644.T	JP3149000006	IMAGINEER CO LTD	42	0	2,108	11,179	21,147	3,528	0,563	-1,708	1,820
7266.T	JP3149100004	IMASEN ELECTRIC INDUSTRIAL CO LTD	84	0	-4,363	-0,876	6,654	2,275	0,804	4,926	7,201
7793.T	JP3149350005	IMAGE MAGIC INC	51	0	0,000	0,000	15,010	1,766	0,751	-3,750	-1,984
5019.T	JP3142500002	IDEMITSU KOSAN CO LTD	52	0	11,310	2,309	94,364	3,571	0,535	18,865	22,436
6597.T	JP3160940007	HPC SYSTEMS INC	31	0	9,013	5,147	18,494	0,864	0,665	-4,675	-3,811
9554.T	JP3160990002	AVIC CO LTD	8	0	0,000	0,000	30,016	0,000	0,678	18,952	18,952
	JP3161010008	AIR-U LTD	30	0	0,000	0,000		0,000			0,000
	JP3161090000	EVIXAR INC	1	0	9,756	-70,055		0,000			0,000
9857.T	JP3161100007	EIWA CORP	92	0	4,579	3,445	7,769	3,368	0,714	18,897	22,265
7278.T	JP3161160001	EXEDY CORP	78	0	6,025	2,159	17,064	4,876	0,792	31,198	36,074
2206.T	JP3161200005	EZAKI GLICO CO LTD	58	0	0,000	3,438	7,428	1,813	0,611	2,697	4,510
3646.T	JP3161250000	EKITAN & CO LTD	64	0	7,109	-2,457	64,015	3,188	0,252	-6,686	-3,498
2980.T	JP3161320001	SRE HOLDINGS CORP	20	0	44,586	6,671	42,831	0,080	0,439	1,636	1,716
5304.T	JP3161600006	SEC CARBON LTD	82	0	-2,175	16,767	10,756	3,772	0,794	14,767	18,540
4966.T	JP3155350006	C.UYEMURA & CO LTD	31	0	12,253	13,847	14,129	2,400	0,845	28,522	30,922
6273.T	JP3162600005	SMC CORP	18	0	9,452	23,817	23,456	1,203	0,381	-2,698	-1,495
1431.T	JP3162680007	LIB WORK CO LTD	18	0	19,215	2,671	34,277	0,781	0,605	-6,083	-5,302
9143.T	JP3162770006	SG HOLDINGS CO LTD	48	0	5,064	6,198	16,222	2,292	0,189	-10,973	-8,681
5858.T	JP3163050002	STG CO LTD	70	0	16,503	4,315	9,681	0,782	0,841	7,107	7,889
6161.T	JP3163150000	ESTIC CORPORATION	72	0	3,901	15,422	8,434	2,183	0,785	3,826	6,009
2805.T	JP3163600004	S&B FOODS INC	74	0	2,890	5,182	11,154	1,339	0,769	7,127	8,465
2471.T	JP3163900008	S-POOL INC	25	0	7,839	7,497	14,473	1,011	0,659	-13,653	-12,642
	JP3164440004	EDGE TECHNOLOGY INC	8	0	0,000	0,000	182,039	0,000	0,944		0,000
2730.T	JP3164470001	EDION CORP	79	0	2,993	1,742	14,861	3,121	0,664	15,201	18,322
4427.T	JP3164480000	EDULAB INC	25	0	2,872	-24,462		0,000	0,447	-47,324	-47,324
2175.T	JP3162350007	SMS CO LTD	4	0	12,189	12,698	19,374	0,610	0,459	-13,757	-13,146
	JP3155390002	WELBE INC	2	0	16,937	9,178	24,569	0,711	0,942		0,000
2588.T	JP3155450004	PREMIUM WATER HOLDINGS INC	48	0	10,554	6,746	16,860	1,741	0,811	-3,841	-2,100
3991.T	JP3155850005	WANTEDLY INC	45	0	10,010	15,718	11,174	0,448	0,977	2,431	2,879
6925.T	JP3156400008	USHIO INC	47	0	7,171	5,404	65,395	2,811	0,952	14,285	17,096
4208.T	JP3158800007	UBE INDUSTRIES LTD	65	0	-5,314	2,208	12,377	4,376	0,520	4,636	9,013
194A.T	JP3159860000	WOLVES HAND CO LTD	27	0	0,000	0,000	15,904	0,000	0,825	10,960	10,960
135A.T	JP3159870009	VRAIN SOLUTION INC	8	0	0,000	0,000	112,894	0,000	0,677	-40,310	-40,310
4440.T	JP3159930001	WITZ CORP	57	0	4,907	8,124	10,576	0,488	0,598	-13,610	-13,122
4476.T	JP3160030007	AI CROSS INC	16	0	19,387	6,007	75,986	0,000	0,719	-0,665	-0,665
4488.T	JP3160040006	AI INSIDE INC	19	0	18,414	7,844	42,814	0,000	0,248	-44,746	-44,746
3969.T	JP3160930008	ATLED CORP	35	0	11,244	28,348	15,345	1,400	0,501	-10,360	-8,960
7083.T	JP3160170001	AHC GROUP INC	35	0	2,458	0,065	32,249	0,197	0,067	-9,613	-9,416
5017.T	JP3160300004	FUJI OIL COMPANY LTD.	38	0	12,644	1,083	-2,782	3,509	0,843	21,190	24,698
4523.T	JP3160400002	EISAI CO LTD	20	0	2,786	6,436	25,875	2,584	0,550	-9,899	-7,315
2982.T	JP3160560003	A.D.WORKS GROUP CO LTD	64	0	0,000	0,000	9,589	2,539	0,799	26,005	28,544
6156.T	JP3160660001	A-ONE SEIMITSU INC	40	0	-2,879	7,898	131,285	5,553	0,361	6,274	11,827
4088.T	JP3160670000	AIR WATER INC	78	0	3,748	4,505	9,427	3,072	0,417	10,675	13,747
4549.T	JP3160700005	EIKEN CHEMICAL CO LTD	21	0	3,507	10,637	34,386	2,541	0,619	3,348	5,890
4659.T	JP3160720003	AJIS CO LTD	85	0	3,582	8,017	11,507	3,079	0,744	-0,710	2,368
7877.T	JP3160760009	EIDAI KAKO CO LTD	93	0	3,585	1,063	10,613	3,680	0,559	2,655	6,335
7822.T	JP3160840009	EIDAI CO LTD	68	0	4,844	0,261	361,450	4,106	0,309	-5,446	-1,340
3662.T	JP3160890004	ATEAM INC	32	0	-6,574	1,224	20,544	1,841	0,632	5,288	7,129
7745.T	JP3160130005	A&D HOLON HOLDINGS CO LTD	91	0	1,243	8,644	7,735	1,912	0,657	27,098	29,010
3612.T	JP3990210001	WORLD CO LTD	68	0	-1,109	0,879	7,678	2,432	0,649	15,477	17,909
6158.T	JP3990790002	WAIDA MFG. CO LTD	80	0	-1,000	8,905	15,390	3,017	0,483	-0,264	2,753
8125.T	JP3992000004	WAKITA & CO LTD	66	0	3,375	4,478	22,400	4,187	0,692	10,535	14,723
6727.T	JP3993400005	WACOM CO LTD	38	0	8,461	5,803	27,018	2,646	0,871	2,651	5,297
5869.T	JP3993770001	WASEDA GAKUSHUKENKYUKAI CO LTD	69	0	0,000	0,000	11,739	4,538	0,807	7,414	11,952
1807.T	JP3993800006	WATANABE SATO CO LTD	94	0	2,360	3,212	9,932	3,791	0,800	11,248	15,039
3199.T	JP3993830003	WATAHAN & CO LTD	50	0	2,024	1,553	13,544	1,522	0,124	2,703	4,225
7325.T	JP3105230001	IRRC CORP	50	0	18,787	3,976	16,635	2,089	0,719	1,552	3,641
6832.T	JP3105280006	AOI ELECTRONICS CO LTD	68	0	-2,414	-0,640	127,874	2,577	0,684	2,598	5,175
5591.T	JP3105370005	AVILEN INC	8	0	0,000	0,000	46,618	0,000	0,467	-21,837	-21,837
4420.T	JP3130650009	ESOL CO LTD	42	0	5,182	3,200	23,651	0,708	0,468	-16,319	-15,611
8219.T	JP3106200003	AOYAMA TRADING CO LTD	99	0	-1,976	-1,491	11,941	3,660	0,755	36,617	40,277
3932.T	JP3107000006	AKATSUKI INC	65	0	-5,676	12,227	51,387	2,647	0,460	-11,089	-8,442
1381.T	JP3108030002	AXYZ CO LTD	91	0	5,976	7,318	9,974	3,174	0,673	-1,841	1,333
6730.T	JP3108080007	AXELL CORP	92	0	10,898	8,500	11,059	3,765	0,570	7,835	11,600
402A.T	JP3108250006	AXELSPACE HOLDINGS CORPORATION	6	0	0,000	0,000		0,000	0,240	-65,148	-65,148
8572.T	JP3108600002	ACOM CO LTD	43	0	2,597	21,016	13,549	2,529	0,766	0,068	2,597
7678.T	JP3109700009	ASAKUMA CO LTD	8	0	0,000	0,000	66,974	0,000	0,665	23,085	23,085
3333.T	JP3110500000	ASAHI CO LTD	84	0	6,426	4,875	11,883	2,582	0,256	-4,727	-2,145
7747.T	JP3110650003	ASAHI INTECC CO LTD	8	0	15,399	13,775	50,294	0,683	0,438	-7,060	-6,377
7928.T	JP3111000000	ASAHI KAGAKU KOGYO CO LTD	69	0	0,222	2,416	101,539	2,721	0,394	7,535	10,256
8214.T	JP3105400000	AOKI HOLDINGS INC	90	0	1,708	1,555	14,878	3,664	0,703	30,698	34,363
7523.T	JP3100500002	ART VIVANT CO LTD	64	0	7,915	11,791	13,200	3,697	0,635	30,084	33,781
4206.T	JP3100800006	AICA KOGYO CO LTD	73	0	5,979	6,516	13,406	3,300	0,577	0,544	3,844
4495.T	JP3101050007	I CUBED SYSTEMS INC	22	0	17,366	17,619	22,525	1,091	0,810	-14,206	-13,115
2198.T	JP3101120008	IKK HOLDINGS INC	28	0	3,595	-0,235	20,183	1,734	0,611	3,834	5,569
6820.T	JP3101400004	ICOM INC	69	0	4,801	7,164	19,210	2,529	0,869	2,345	4,873
7259.T	JP3102000001	AISIN CORP	63	0	6,025	2,550	14,505	3,502	0,910	19,584	23,086
9348.T	JP3102360009	ISPACE INC	6	0	0,000	0,000	-6,441	0,000	0,033	-23,247	-23,247
5482.T	JP3103600007	AICHI STEEL CORP	75	0	4,354	1,961	19,020	1,877	0,778	32,875	34,752
7723.T	JP3104400001	AICHI TOKEI DENKI CO LTD	88	0	2,670	6,420	10,878	3,004	0,768	13,023	16,027
	JP3104770007	INTEGRATED DESIGN & ENGINEERING HOLDINGS CO LTD	76	0	8,683	4,323	11,938	3,319	0,994		0,000
4224.T	JP3985200009	LONSEAL CORP	75	0	1,503	3,222	69,907	4,304	0,845	3,210	7,514
2148.T	JP3104880004	ITMEDIA INC	25	0	9,576	20,154	21,159	3,349	0,708	-8,210	-4,861
3626.T	JP3104890003	TIS INC	17	0	6,883	8,995	21,799	1,552	0,821	18,943	20,494
8410.T	JP3105220002	SEVEN BANK LTD	17	0	7,856	13,391	18,535	4,127	0,424	3,757	7,884
9519.T	JP3981200003	RENOVA INC	18	0	26,165	16,589	24,759	0,000	0,732	-10,717	-10,717
3941.T	JP3981400009	RENGO CO LTD	71	0	7,734	3,469	10,866	2,826	0,797	3,384	6,210
6323.T	JP3982200002	RORZE CORP	18	0	26,884	20,157	21,081	0,811	0,915	38,245	39,056
4527.T	JP3982400008	ROHTO PHARMACEUTICAL CO LTD	26	0	10,370	10,570	16,149	1,036	0,279	8,375	9,411
6963.T	JP3982800009	ROHM CO LTD	27	0	5,970	8,419	69,791	1,998	0,890	2,520	4,518
7944.T	JP3983400007	ROLAND CORP	71	0	8,694	8,157	14,641	3,548	0,393	12,233	15,781
205A.T	JP3984080006	LOGOS HOLDINGS INC	48	0	0,000	0,000	32,677	2,974	0,346	-9,807	-6,832
4374.T	JP3985100001	ROBOT PAYMENT INC	2	0	0,000	0,000	28,135	0,475	0,802	-0,417	0,058
1447.T	JP3104860006	ITBOOK HOLDINGS CO LTD	18	0	2,044	-0,969	50,919	0,000	0,062	-19,031	-19,031
3020.T	JP3122630001	APPLIED CO LTD	88	0	6,690	3,370	5,697	2,641	0,875	-1,680	0,962
5574.T	JP3122650009	ABEJA INC	8	0	0,000	0,000	79,477	0,000	0,544	-33,413	-33,413
7800.T	JP3124470000	AMIFA CO LTD	1	0	0,000	0,000		0,000		-2,939	-2,939
4258.T	JP3124490008	AMIYA CORP	4	0	12,982	7,627	61,340	0,000	0,778	43,445	43,445
2733.T	JP3125100002	ARATA CORP	97	0	6,351	1,022	10,274	2,889	0,304	3,454	6,343
2815.T	JP3125800007	ARIAKE JAPAN CO LTD	29	0	4,542	13,220	20,544	1,825	0,359	-3,094	-1,269
5208.T	JP3126000003	ARISAWA MFG CO LTD	82	0	2,532	6,723	14,052	6,542	0,804	11,284	17,826
7043.T	JP3126050008	ALUE CO LTD	27	0	4,506	1,082	43,922	0,779	1,000	5,938	6,717
9972.T	JP3126150006	ALTECH CO LTD	59	0	8,984	-0,206		2,217	0,818	-1,351	0,866
6728.T	JP3126190002	ULVAC INC	27	0	6,267	7,816	19,745	1,978	0,696	11,541	13,519
3407.T	JP3111200006	ASAHI KASEI CORP	86	0	7,296	2,613	13,478	3,283	0,814	4,932	8,215
2784.T	JP3126340003	ALFRESA HOLDINGS CORP	68	0	4,584	1,017	14,047	2,910	0,486	1,970	4,880
6770.T	JP3126400005	ALPS ALPINE CO LTD	65	0	4,056	1,028	11,242	2,553	0,896	4,706	7,259
7115.T	JP3126420003	ALPHA PURCHASE CO LTD	19	0	0,000	0,000	32,914	0,837	0,787	69,400	70,237
8388.T	JP3126800006	AWA BANK LTD	31	0	3,822	15,687	11,081	2,474	0,846	7,851	10,326
7035.T	JP3128620006	AND FACTORY INC	27	0	2,306	-6,568	49,614	0,000	0,191	-22,842	-22,842
7071.T	JP3128660002	AMVIS HOLDINGS INC	21	0	45,181	17,942	9,756	0,141	0,158	-3,221	-3,080
6754.T	JP3128800004	ANRITSU CORP	21	0	1,997	10,120	26,994	2,574	0,837	-3,546	-0,972
7036.T	JP3130210002	EMNET JAPAN CO LTD	5	0	-29,813	3,488	30,203	1,657	0,757	-5,902	-4,245
6050.T	JP3130230000	E-GUARDIAN INC	41	0	9,088	11,180	20,749	0,770	0,264	-10,714	-9,944
8771.T	JP3130300001	EGUARANTEE INC	16	0	9,778	34,249	21,326	1,521	0,328	-6,604	-5,083
3036.T	JP3126210008	ALCONIX CORP	81	0	-6,613	2,448	12,991	3,731	0,839	6,854	10,585
5201.T	JP3112000009	AGC INC	78	0	7,387	2,462	29,789	3,898	0,846	8,211	12,109
1975.T	JP3112800002	ASAHI KOGYOSHA CO LTD	62	0	-2,583	3,996	11,116	2,629	0,856	33,622	36,251
6140.T	JP3114400009	ASAHI DIAMOND INDUSTRIAL CO LTD	75	0	4,572	5,791	16,857	3,001	0,594	12,081	15,082
2502.T	JP3116000005	ASAHI GROUP HOLDINGS LTD	28	0	4,981	6,067	15,227	2,584	0,406	9,405	11,988
5857.T	JP3116700000	ARE HOLDINGS INC	52	0	28,563	5,194	12,618	4,216	0,884	4,485	8,701
7167.T	JP3117700009	MEBUKI FINANCIAL GROUP INC	28	0	5,415	15,323	14,501	2,935	0,900	34,196	37,131
4261.T	JP3118700008	ASIAQUEST CO LTD	48	0	15,436	7,115	16,332	0,000	0,783	-19,161	-19,161
7893.T	JP3119000002	PRONEXUS INC	64	0	6,013	5,273	23,767	3,044	0,102	-0,091	2,953
2802.T	JP3119600009	AJINOMOTO CO INC	21	0	8,655	6,557	53,183	1,441	0,895	31,599	33,041
2438.T	JP3119670002	ASUKANET CO LTD	53	0	2,880	2,972	98,809	0,911	0,085	-19,821	-18,911
7539.T	JP3122570009	AINAVO HOLDINGS CO LTD	89	0	5,230	1,772	9,816	3,816	0,594	10,296	14,112
186A.T	JP3119820003	ASTROSCALE HOLDINGS INC	4	0	0,000	0,000		0,000	0,475	-24,975	-24,975
3496.T	JP3119880007	AZOOM CO LTD	8	0	31,094	9,491	35,985	0,310	0,876	49,722	50,032
4288.T	JP3119910002	ASGENT INC	16	0	-1,010	-6,997		0,000	0,153	-16,830	-16,830
6899.T	JP3119960007	ASTI CORP	93	0	7,543	2,333	19,195	3,764	0,640	11,335	15,099
3529.T	JP3120200005	ATSUGI CO LTD	43	0	2,220	-5,891	21,585	0,000	0,632	16,135	16,135
7093.T	JP3121500007	ADISH CO LTD	20	0	2,719	-1,162		0,000	0,325	-23,308	-23,308
3426.T	JP3121910008	ATOM LIVIN TECH CO LTD	76	0	-0,191	3,655	14,270	2,321	0,306	-1,188	1,133
7463.T	JP3121950004	ADVAN CO LTD	91	0	1,519	27,941	3,986	3,755	0,414	-8,016	-4,261
3773.T	JP3122150000	ADVANCED MEDIA INC	52	0	10,484	16,284	11,078	1,102	0,478	5,826	6,928
6857.T	JP3122400009	ADVANTEST CORP	6	0	24,930	19,990	57,819	0,775	0,930	59,921	60,696
8715.T	JP3122440005	ANICOM HOLDINGS INC	24	0	11,274	4,180	21,910	0,664	0,738	-6,728	-6,064
5391.T	JP3119800005	A&A MATERIAL CORP	83	0	0,191	2,637	305,515	4,491	0,782	3,697	8,189
2664.T	JP3226450009	CAWACHI LTD	68	0	1,348	1,811	13,821	2,354	0,831	-0,490	1,864
9503.T	JP3228600007	KANSAI ELECTRIC POWER CO INC	61	0	4,765	6,129	5,394	3,419	0,583	17,036	20,455
4613.T	JP3229400001	KANSAI PAINT CO LTD	28	0	12,300	8,466	15,364	1,632	0,808	-1,768	-0,136
1942.T	JP3230600003	KANDENKO CO LTD	36	0	3,444	4,764	18,007	2,916	0,938	38,160	41,076
4047.T	JP3232600001	KANTO DENKA KOGYO CO LTD	68	0	3,065	6,320	22,091	2,047	0,706	6,669	8,717
7181.T	JP3233250004	JAPAN POST INSURANCE CO LTD	67	0	4,104	2,000	11,457	3,672	0,883	19,575	23,247
274A.T	JP3233650005	GARDEN CO LTD	63	0	0,000	0,000	11,310	0,000	0,097	-19,243	-19,243
4777.T	JP3233700008	GALA INC	1	0	0,000	0,000		0,000	0,412	1,389	1,389
9696.HK	JP3234010001	WITH US CORP	16	0	5,632	4,071	187,009	3,047	0,992	-13,068	-10,020
3765.T	JP3235900002	GUNGHO ONLINE ENTERTAINMENT INC	56	0	3,140	19,169	27,303	1,416	0,029	1,147	2,563
3665.T	JP3164590006	ENIGMO INC	35	0	0,409	18,114	62,129	1,589	0,713	-22,042	-20,453
285A.T	JP3236330001	KIOXIA HOLDINGS CORPORATION	13	0	0,000	0,000	14,862	0,000	0,929	391,330	391,330
6346.T	JP3236400002	KIKUKAWA ENTERPRISE INC	91	0	2,740	11,210	9,066	3,105	0,638	12,799	15,904
9872.T	JP3237400001	KITAKEI CO LTD	46	0	1,616	1,176	14,214	3,050	0,871	-1,645	1,405
1866.T	JP3240000004	KITANO CONSTRUCTION CORP	88	0	6,313	3,338	9,204	3,415	0,779	14,248	17,662
2930.T	JP3240100002	KITANOTATSUJIN CORP	35	0	3,182	9,570	17,584	0,847	0,151	-21,291	-20,444
2801.T	JP3240400006	KIKKOMAN CORP	20	0	10,273	7,956	20,581	1,021	0,120	3,729	4,749
7084.T	JP3240500003	KIDS SMILE HOLDINGS INC	67	0	9,791	2,934	31,469	1,568	0,743	6,101	7,669
4547.T	JP3240600001	KISSEI PHARMACEUTICAL CO LTD	46	0	8,389	14,299	14,501	2,476	0,659	15,276	17,752
	JP3241700008	KIPS CO LTD	8	0	0,000	0,000		0,000			0,000
7908.T	JP3242600009	KIMOTO CO LTD	81	0	-0,042	3,543	13,923	2,700	0,333	8,971	11,671
6861.T	JP3236200006	KEYENCE CORP	8	0	13,928	38,469	36,900	0,450	0,495	3,270	3,719
1812.T	JP3210200006	KAJIMA CORP	33	0	9,518	4,651	15,521	3,471	0,881	30,257	33,728
3498.T	JP3211050004	KASUMIGASEKI CAPITAL CO LTD	34	0	51,498	8,992	18,468	0,000	0,773	64,639	64,639
6416.T	JP3212800001	KATSURAGAWA ELECTRIC CO LTD	44	0	-2,964	-7,183		0,000	0,948	9,451	9,451
9869.T	JP3213300001	KATO SANGYO CO LTD	61	0	4,357	1,050	12,743	2,279	0,859	11,029	13,308
6390.T	JP3213800000	KATO WORKS CO LTD	49	0	-7,450	-5,134		3,219	0,754	5,710	8,929
9468.T	JP3214350005	KADOKAWA CORP	18	0	3,711	5,131	73,318	0,938	0,401	18,295	19,233
3939.T	JP3215100003	KANAMIC NETWORK CO LTD	16	0	24,673	22,478	22,427	0,653	0,555	-10,668	-10,015
9678.T	JP3215200001	KANAMOTO CO LTD	95	0	4,555	4,719	11,534	3,015	0,856	10,192	13,207
5819.T	JP3215300009	CANARE ELECTRIC CO LTD	86	0	1,430	7,939	10,544	2,635	0,855	1,337	3,971
4118.T	JP3215800008	KANEKA CORP	96	0	6,724	3,354	11,744	2,922	0,762	7,449	10,370
3443.T	JP3226300006	KAWADA TECHNOLOGIES INC	98	0	1,351	5,882	6,498	3,855	0,884	21,694	25,549
7208.T	JP3217950009	KANEMITSU CORP	93	0	6,394	3,620	7,654	3,476	0,878	9,915	13,390
5253.T	JP3218500001	COVER CORP	5	0	0,000	0,000	23,311	0,000	0,243	11,187	11,187
9697.T	JP3218900003	CAPCOM CO LTD	6	0	16,239	28,476	32,096	1,321	0,631	24,303	25,625
9364.T	JP3219000001	KAMIGUMI CO LTD	53	0	2,587	8,720	16,721	3,180	0,895	19,248	22,429
8037.T	JP3219400003	KAMEI CORP	82	0	5,410	1,861	7,928	2,910	0,855	22,143	25,053
7242.T	JP3220200004	KYB CORP	100	0	3,394	5,132	8,203	3,751	0,769	29,558	33,308
2229.T	JP3220580009	CALBEE INC	33	0	6,166	6,583	20,751	1,891	0,324	-2,588	-0,696
7952.T	JP3221400009	KAWAI MUSICAL INSTRUMENTS MANUFACTURING CO LTD	57	0	0,392	3,695	43,080	2,428	0,286	0,872	3,300
5921.T	JP3222200002	KAWAGISHI BRIDGE WORKS CO LTD	92	0	3,334	5,087	8,067	3,225	0,943	13,400	16,624
9107.T	JP3223800008	KAWASAKI KISEN KAISHA LTD	71	0	12,507	43,162	5,049	6,155	0,567	71,312	77,468
7012.T	JP3224200000	KAWASAKI HEAVY INDUSTRIES LTD	4	0	5,289	1,959	21,177	1,508	0,701	48,905	50,413
8020.T	JP3217100001	KANEMATSU CORP	93	0	7,738	2,578	9,427	4,123	0,855	20,273	24,396
8118.T	JP3261200004	KING CO LTD	49	0	-2,701	5,614	18,234	2,237	0,887	9,856	12,093
1944.T	JP3263000006	KINDEN CORP	32	0	5,421	5,417	20,497	2,296	0,862	25,043	27,339
7060.T	JP3263700001	GEECHS INC	38	0	48,864	-0,404	63,621	0,880	0,818	-11,584	-10,704
319A.T	JP3264350004	NEXT GENERATION TECHNOLOGY G	26	0	0,000	0,000	135,522	0,000	0,865	124,686	124,686
9279.T	JP3264860002	GIFT INC	6	0	25,420	6,674	32,839	0,665	0,531	29,435	30,100
4449.T	JP3264870001	GIFTEE INC	2	0	38,134	1,836	47,169	0,098	0,241	-15,774	-15,675
3034.T	JP3266160005	QOL HOLDINGS CO LTD	59	0	10,090	2,873	11,962	2,011	0,604	11,301	13,312
3549.T	JP3266190002	KUSURI NO AOKI HOLDINGS CO LTD	16	0	9,137	3,296	21,781	0,380	0,602	5,137	5,517
5388.T	JP3266200009	KUNIMINE INDUSTRIES CO LTD	86	0	2,337	8,074	13,159	3,203	0,807	1,708	4,911
4425.T	JP3266220007	KUDAN INC	8	0	-6,237	-294,714	-14,881	0,000	0,039	-22,358	-22,358
7751.T	JP3242800005	CANON INC	50	0	6,786	5,435	24,667	3,625	0,383	19,331	22,956
6326.T	JP3266400005	KUBOTA CORP	43	0	10,553	7,915	12,714	2,079	0,654	1,043	3,122
4996.T	JP3267600009	KUMIAI CHEMICAL INDUSTRY CO LTD	91	0	10,184	9,392	9,277	2,706	0,398	-4,270	-1,564
4347.T	JP3268830001	BROADMEDIA CORP	34	0	8,033	5,571	33,153	2,344	0,589	12,193	14,536
7459.T	JP3268950007	MEDIPAL HOLDINGS CORP	49	0	4,391	1,313	12,857	2,397	0,653	7,210	9,607
3405.T	JP3269600007	KURARAY CO LTD	86	0	8,549	4,830	35,545	3,324	0,225	12,165	15,489
4017.T	JP3269770008	CREEMA LTD	6	0	-1,943	1,540	19,678	0,000	0,374	-42,973	-42,973
6370.T	JP3270000007	KURITA WATER INDUSTRIES LTD	37	0	9,057	6,517	30,105	1,495	0,599	9,865	11,360
4705.T	JP3270100005	CLIP CORP	68	0	0,380	2,756	115,544	5,331	0,628	2,500	7,831
8253.T	JP3271400008	CREDIT SAISON CO LTD	37	0	4,711	12,924	9,055	3,405	0,743	27,122	30,527
5352.T	JP3272400007	KROSAKI HARIMA CORP	81	0	5,317	6,119	10,793	3,657	0,991	42,402	46,059
5592.T	JP3266230006	KUSURINOMADOGUCHI INC	15	0	0,000	0,000	20,317	0,687	0,783	60,346	61,033
7739.T	JP3243200007	CANON ELECTRONICS INC	71	0	2,422	6,070	16,166	3,153	0,980	13,483	16,636
7075.T	JP3244580001	QLS HOLDINGS CO LTD	43	0	18,137	1,891	13,194	1,055	0,622	-16,147	-15,092
2809.T	JP3244800003	KEWPIE CORP	30	0	-1,812	4,032	20,867	1,838	0,902	13,683	15,521
5595.T	JP3244850008	INSTITUTE FOR Q-SHU PIONEERS OF SPACE INC	8	0	0,000	0,000		0,000	0,715	15,370	15,370
2335.T	JP3244950006	CUBE SYSTEM INC	68	0	2,393	6,122	12,821	2,690	0,612	-3,222	-0,532
9508.T	JP3246400000	KYUSHU ELECTRIC POWER CO INC	44	0	3,216	2,873	5,272	2,805	0,586	10,889	13,694
8596.T	JP3247000007	KYUSHU LEASING SERVICE CO LTD	52	0	9,379	10,018	8,329	2,884	0,769	17,731	20,616
9142.T	JP3247010006	KYUSHU RAILWAY CO	39	0	1,299	5,717	12,471	3,087	0,573	11,659	14,746
4569.T	JP3247090008	KYORIN HOLDINGS INC	99	0	3,356	5,110	8,053	3,244	0,308	-5,397	-2,153
5440.T	JP3247400009	KYOEI STEEL LTD	100	0	6,169	3,215	8,713	3,989	0,722	11,105	15,094
9041.T	JP3260800002	KINTETSU GROUP HOLDINGS CO LTD	34	0	7,831	2,720	12,605	0,891	0,316	-6,328	-5,437
8370.T	JP3248000006	KIYO BANK LTD	47	0	2,260	16,717	8,980	3,171	0,824	12,652	15,823
6971.T	JP3249600002	KYOCERA CORP	38	0	5,320	5,405	114,807	2,585	0,845	6,458	9,043
5844.T	JP3252200005	KYOTO FINANCIAL GROUP INC	17	0	6,461	22,020	27,243	1,803	0,878	22,064	23,867
9616.T	JP3253900009	KYORITSU MAINTENANCE CO LTD	3	0	2,950	2,168	19,222	0,696	0,504	10,803	11,499
1951.T	JP3254200003	EXEO GROUP INC	77	0	6,554	3,995	16,033	3,696	0,846	11,647	15,343
4151.T	JP3256000005	KYOWA KIRIN CO LTD	13	0	10,525	14,651	31,688	1,859	0,432	-1,656	0,203
7226.T	JP3256900006	KYOKUTO KAIHATSU KOGYO CO LTD	73	0	3,892	5,547	4498,044	4,105	0,758	15,143	19,248
8706.T	JP3256970009	KYOKUTO SECURITIES CO LTD	66	0	16,843	42,794	12,507	6,520	0,591	16,991	23,511
8093.T	JP3257000004	KYOKUTO BOEKI KAISHA LTD	85	0	-2,221	2,939	5,170	4,331	0,814	21,485	25,816
7353.T	JP3257300008	KIYO LEARNING CO LTD	24	0	33,947	2,625	23,532	0,000	0,791	-26,883	-26,883
